temperature,humidity,rainfall,soil_moisture,plant_age_days,light_intensity,crop_type,risk_level
23.6,64.5,5.3,91.9,113,66.9,soybean,Low
24.5,65.8,4.6,27.2,110,60.5,maize,Medium
27.9,86.6,19.9,61.4,23,15.7,maize,High
28.5,94.4,9.6,80.5,40,50.7,tomato,Medium
36.3,28.2,1.9,33.1,111,100.0,onion,Low
34.4,36.0,2.3,77.0,149,70.7,onion,Low
37.1,21.7,0.0,45.2,180,67.7,potato,Low
12.0,42.6,1.8,36.2,84,49.3,rice,Low
33.5,26.4,0.0,22.2,74,73.5,onion,Medium
31.4,59.0,9.6,92.9,154,67.8,soybean,Low
22.4,78.6,19.8,70.7,97,24.0,sugarcane,Medium
37.4,27.5,1.5,25.5,146,100.0,onion,Medium
28.1,83.3,22.0,82.2,6,10.7,soybean,Critical
28.2,77.5,15.9,86.8,138,32.7,soybean,Medium
25.8,92.3,17.0,72.6,138,37.0,wheat,Medium
22.6,70.2,3.3,40.0,84,46.4,sugarcane,Low
31.2,39.9,1.1,31.7,158,86.0,chili,Low
39.8,22.5,0.8,57.9,68,93.3,soybean,Low
24.7,69.2,10.5,84.9,84,73.9,maize,Low
31.5,79.1,24.6,73.9,31,29.5,soybean,High
29.0,73.2,5.1,60.5,100,57.0,soybean,Low
31.1,63.6,9.3,76.5,26,63.4,soybean,Low
21.6,39.2,5.8,94.5,149,52.4,chili,Low
24.4,37.1,2.4,61.5,136,76.1,tomato,Low
13.8,69.8,3.2,61.9,151,62.3,sugarcane,Low
34.0,28.3,2.5,55.7,180,92.3,chili,Low
26.7,80.3,30.2,76.9,122,26.2,tomato,High
26.9,74.4,7.1,64.3,58,70.1,rice,Low
34.0,44.5,2.6,75.7,177,79.6,sugarcane,Low
26.4,48.4,1.8,22.4,152,48.1,onion,Low
12.5,49.7,0.0,24.7,157,74.5,maize,Low
45.4,25.6,1.3,57.9,162,83.7,chili,Low
35.4,22.4,1.4,35.4,20,81.7,chili,Low
29.4,74.0,3.3,52.6,50,69.5,wheat,Low
30.5,58.1,10.0,92.5,8,62.4,wheat,Medium
29.7,65.9,8.5,81.1,119,47.4,tomato,Low
25.0,88.0,18.9,85.8,76,29.5,soybean,Critical
30.4,85.4,28.1,93.2,139,4.2,potato,Critical
24.4,77.9,40.2,88.5,115,12.4,soybean,Critical
23.5,62.1,3.9,47.5,6,71.5,rice,Low
31.6,61.7,8.1,86.0,13,58.2,sugarcane,Medium
18.7,45.2,1.0,56.4,121,66.7,wheat,Low
23.4,86.1,15.0,63.8,75,30.8,cotton,Medium
21.7,57.3,5.5,63.0,50,76.6,potato,Low
22.3,64.5,7.7,68.1,62,65.6,rice,Low
27.4,74.4,6.7,73.6,109,65.1,sugarcane,Low
16.0,47.1,3.0,42.1,151,64.6,onion,Low
12.8,55.5,4.0,70.3,37,70.3,sugarcane,Low
34.0,38.4,2.8,34.2,146,68.7,cotton,High
40.6,43.7,0.7,66.8,107,67.6,onion,Low
24.3,58.2,3.8,30.7,109,50.1,onion,Low
26.9,74.9,7.6,71.2,19,65.3,sugarcane,Medium
28.0,91.4,39.1,90.0,175,14.7,chili,Critical
31.0,25.1,2.5,77.4,154,93.2,soybean,Low
21.5,66.9,4.2,78.8,148,56.5,wheat,Low
27.6,70.6,2.4,60.7,166,56.8,rice,Low
34.8,38.5,0.0,75.5,64,86.9,rice,Medium
41.9,27.8,1.1,50.3,180,67.2,wheat,Low
41.3,41.5,2.5,24.8,177,78.2,wheat,Low
25.9,94.3,21.2,61.7,9,36.6,sugarcane,High
34.5,28.2,1.9,45.2,63,70.7,chili,Low
27.3,93.1,14.0,61.1,6,24.0,soybean,High
14.8,40.9,0.8,38.4,52,35.1,wheat,Low
27.6,68.9,7.0,86.9,96,68.3,wheat,Medium
24.2,90.2,19.8,83.8,99,2.5,chili,Medium
9.3,73.1,3.5,20.7,38,46.8,potato,Medium
17.1,50.7,0.0,42.6,86,64.3,wheat,Low
25.0,61.5,11.2,75.9,147,43.5,wheat,Low
26.9,66.3,6.9,69.5,102,56.2,potato,Low
12.2,68.2,3.0,27.1,25,48.4,maize,Medium
26.8,63.1,6.0,69.1,58,57.1,maize,Low
41.1,34.8,1.6,24.6,26,68.1,maize,High
13.5,56.7,2.1,56.5,51,63.3,soybean,Low
30.2,73.7,5.0,26.2,103,49.3,maize,Medium
14.6,56.9,4.2,78.8,99,44.7,wheat,Low
21.0,66.4,4.1,34.3,172,84.6,chili,Low
31.8,28.9,2.1,49.1,138,96.4,tomato,Low
13.3,69.7,4.0,35.3,20,70.0,sugarcane,Medium
25.2,71.3,3.7,46.1,136,61.1,maize,Low
33.6,79.3,7.4,89.3,151,51.8,rice,Medium
29.5,83.7,23.1,79.8,137,41.4,rice,High
12.8,49.3,2.9,39.2,170,71.2,onion,Low
24.3,63.4,8.7,93.2,99,58.9,chili,Low
40.4,45.2,0.2,61.4,138,88.7,potato,Low
28.9,76.4,28.5,85.4,132,23.6,potato,Critical
30.6,69.3,4.8,56.6,40,54.1,soybean,Low
14.1,53.9,6.0,70.6,77,62.3,potato,Low
23.0,60.1,0.1,62.4,121,52.2,tomato,Low
25.8,69.6,2.4,41.8,67,55.7,onion,Low
41.7,24.7,0.0,71.3,34,80.7,tomato,Low
33.0,30.8,0.3,42.7,32,71.4,onion,Medium
29.3,95.3,19.2,71.8,178,40.8,sugarcane,Medium
31.6,37.2,2.9,38.5,120,66.3,maize,Low
22.7,58.6,4.0,54.2,35,55.6,potato,Low
21.5,64.1,5.5,77.0,84,64.5,maize,Low
34.8,32.7,1.1,77.6,152,81.4,sugarcane,Medium
17.6,67.8,0.0,54.5,166,75.1,cotton,Medium
36.1,37.8,0.4,60.7,165,61.8,cotton,Medium
27.0,91.3,34.1,81.5,44,29.2,potato,Critical
27.7,66.2,4.3,21.6,21,60.4,sugarcane,Medium
26.5,65.1,4.1,28.4,6,68.2,onion,Medium
40.3,35.2,2.8,38.9,128,100.0,potato,Low
26.0,91.3,29.8,85.2,87,21.7,soybean,Critical
14.7,71.1,3.6,60.3,44,52.3,potato,Low
31.2,81.1,21.1,85.7,137,33.2,onion,High
12.9,56.9,2.4,33.4,56,71.7,onion,Low
12.1,58.0,2.5,62.0,108,59.0,sugarcane,Low
27.4,74.0,4.4,68.1,105,69.5,chili,Low
27.6,78.4,7.8,92.2,137,78.5,potato,Medium
29.7,85.9,25.8,75.5,50,34.8,rice,High
20.3,53.3,5.2,66.9,40,81.8,tomato,Low
39.3,34.0,1.1,45.8,66,80.8,sugarcane,Low
27.8,71.9,4.7,33.3,118,65.4,onion,Medium
30.8,86.6,13.5,72.4,114,58.2,cotton,Medium
29.0,66.4,9.0,62.3,44,64.0,cotton,Low
7.4,65.3,4.0,77.6,108,38.2,sugarcane,Low
20.2,70.8,1.8,65.4,84,43.2,potato,Low
30.2,81.5,25.6,65.7,143,1.0,chili,High
29.9,88.7,20.7,64.1,114,12.0,sugarcane,High
40.0,19.3,0.0,52.4,162,70.7,chili,Low
26.1,49.5,2.0,26.1,13,76.8,rice,Medium
18.0,54.7,3.1,74.6,44,63.4,maize,Low
29.4,93.8,39.9,88.8,82,38.3,cotton,Critical
38.5,32.5,1.3,61.1,161,100.0,tomato,Medium
7.9,66.6,3.6,32.3,120,80.9,soybean,Low
26.8,59.8,5.5,88.7,170,70.8,cotton,Low
9.4,54.6,0.0,56.2,144,42.8,tomato,Low
31.0,19.7,2.2,62.9,143,86.9,chili,Low
20.7,66.1,5.4,91.4,139,45.3,chili,Medium
38.8,37.8,1.6,67.0,58,97.0,wheat,Low
20.4,46.2,1.9,55.3,63,74.4,maize,Low
35.2,25.0,0.0,69.4,42,77.6,maize,Low
40.1,46.7,0.6,68.6,180,82.6,potato,Low
32.5,70.7,5.6,70.9,16,74.4,cotton,Medium
20.6,38.7,4.4,70.2,132,54.8,maize,Low
23.5,59.7,7.0,90.4,12,53.3,maize,Medium
28.0,78.3,8.4,62.6,14,51.8,chili,Medium
36.2,24.4,2.5,20.1,159,78.8,wheat,Medium
21.4,61.0,6.0,75.5,105,67.7,tomato,Low
30.8,69.9,3.4,31.0,95,56.2,wheat,Low
21.9,56.9,8.7,81.3,6,65.4,chili,Low
27.4,74.6,8.0,88.4,123,74.7,potato,Medium
23.0,79.6,18.0,63.5,70,15.7,maize,Medium
27.7,77.7,11.5,83.1,129,70.4,maize,Medium
40.8,43.0,0.7,61.0,77,67.0,rice,Low
18.6,68.2,2.1,52.6,115,62.0,maize,Medium
28.8,85.8,33.2,82.6,57,38.7,rice,High
26.7,76.2,4.4,76.0,146,50.3,rice,Low
15.4,56.1,1.3,47.7,118,69.7,tomato,Low
24.0,80.1,8.2,93.7,165,61.6,cotton,Medium
26.3,90.2,25.7,76.0,43,23.9,onion,High
24.0,43.7,3.4,31.7,100,55.0,cotton,Low
28.6,66.7,3.9,68.5,30,71.4,chili,Low
27.1,73.1,4.2,52.7,107,64.5,chili,Low
17.2,50.7,1.4,37.3,141,51.7,maize,Low
23.6,80.7,6.8,89.2,34,60.7,sugarcane,Medium
27.6,80.2,2.3,63.9,42,61.2,wheat,Low
28.8,67.8,8.2,60.5,32,48.0,potato,Medium
41.3,38.6,0.0,35.5,86,92.8,potato,Low
25.8,88.8,8.9,64.9,30,36.4,soybean,Low
31.4,63.7,5.4,94.7,45,65.8,maize,Low
12.2,54.5,1.2,41.7,40,39.1,tomato,Low
27.6,84.9,17.3,73.0,87,34.6,rice,Medium
22.4,59.2,0.2,32.7,63,72.0,potato,Low
27.1,77.2,27.0,75.0,29,41.5,cotton,High
30.9,80.2,37.2,67.5,64,30.9,rice,High
19.8,40.9,0.0,46.0,120,65.2,potato,Low
40.8,35.7,2.0,45.2,120,84.7,sugarcane,Low
35.4,24.4,1.5,51.5,161,86.6,tomato,Low
25.0,74.4,7.6,81.0,152,61.7,cotton,Low
27.7,69.2,6.1,87.5,133,63.0,onion,Medium
24.9,65.6,3.4,20.8,68,46.4,cotton,Medium
29.2,36.2,2.5,49.8,88,70.5,soybean,Low
21.8,80.2,7.0,63.6,84,67.9,maize,Medium
26.0,67.5,9.9,66.7,70,70.1,rice,Low
12.4,68.7,0.7,34.7,115,54.3,wheat,Medium
18.1,71.5,9.8,82.2,85,60.0,onion,Low
28.6,83.0,26.8,85.5,72,35.0,tomato,Critical
16.9,48.8,2.6,65.0,20,49.7,cotton,Low
27.7,30.6,1.1,64.6,146,99.0,chili,Low
28.7,89.7,30.6,77.0,174,41.3,cotton,Medium
35.9,35.2,0.4,37.1,40,80.2,rice,Low
27.9,90.3,16.9,63.2,167,15.3,rice,High
29.6,80.2,13.6,72.6,28,20.9,sugarcane,High
25.6,67.3,7.4,62.6,175,55.0,rice,Low
23.8,70.0,5.0,32.0,111,71.4,wheat,Low
21.9,50.5,0.5,53.6,170,42.0,potato,Low
24.9,97.1,12.2,60.2,124,42.3,maize,Medium
24.8,76.6,3.5,22.7,161,71.2,onion,Medium
25.8,86.7,18.3,88.9,39,18.9,onion,High
16.0,39.6,4.1,65.5,29,72.1,onion,Low
32.3,78.0,18.1,65.3,5,33.5,soybean,Low
25.7,59.8,8.3,70.8,25,57.4,cotton,Low
32.9,37.7,1.9,31.5,131,84.7,rice,Medium
24.8,62.0,2.1,32.7,82,77.5,rice,Low
22.0,88.9,13.1,74.2,133,45.8,wheat,Low
20.9,65.0,4.0,47.9,172,43.4,rice,Low
30.1,76.5,4.1,57.4,28,56.4,maize,Medium
30.7,32.1,0.0,33.1,154,93.0,chili,Low
14.5,57.4,0.0,29.5,140,40.8,potato,Low
31.5,68.5,3.2,38.9,47,73.6,rice,Low
27.1,75.8,26.6,70.7,171,20.7,sugarcane,Critical
22.7,67.1,1.5,31.1,137,69.1,maize,Low
29.4,74.0,6.6,83.2,44,57.5,cotton,Low
26.7,89.2,22.9,85.8,86,42.5,rice,Critical
25.3,75.1,23.2,80.7,169,0.0,cotton,High
21.0,61.1,4.4,35.1,17,60.9,sugarcane,Low
38.5,27.3,2.5,27.7,46,84.3,chili,Medium
35.7,23.5,0.5,69.3,153,100.0,wheat,Low
29.4,78.3,23.3,65.0,94,10.6,soybean,High
40.5,23.1,1.4,48.0,76,100.0,potato,Low
27.1,74.6,11.7,63.3,177,29.9,onion,Medium
30.9,91.5,28.7,74.6,52,13.8,soybean,High
30.4,93.6,24.3,69.9,119,27.6,maize,Critical
22.1,56.7,0.7,44.7,121,47.5,rice,Low
29.5,62.7,8.8,93.7,130,66.1,tomato,Low
22.1,55.7,4.4,42.8,104,41.8,rice,Low
37.9,39.1,2.1,78.2,92,67.9,potato,Low
33.2,26.5,1.3,53.9,101,89.6,maize,Medium
38.5,40.1,3.2,66.7,175,100.0,wheat,Low
31.6,22.9,0.0,50.1,97,50.1,cotton,Low
28.7,71.3,5.9,74.9,164,59.3,chili,Low
29.1,82.7,23.5,69.2,66,31.0,chili,High
26.2,81.9,26.1,75.5,32,16.5,sugarcane,High
29.0,57.8,10.1,93.2,39,76.0,soybean,Medium
29.1,37.8,0.4,76.8,94,73.3,onion,Low
30.9,74.7,9.5,73.1,171,58.2,tomato,Low
35.1,40.0,0.0,75.4,45,75.0,cotton,Low
35.9,38.2,0.0,66.2,177,86.8,cotton,Medium
26.3,94.8,11.2,70.1,148,33.6,tomato,Low
37.4,25.9,1.1,68.7,5,96.5,sugarcane,High
20.1,54.9,3.3,73.0,43,58.2,onion,Low
39.0,43.8,0.0,67.5,172,69.3,potato,Low
30.6,71.4,8.7,68.3,75,68.2,cotton,Low
11.4,59.7,1.6,21.9,167,73.4,sugarcane,Low
25.0,76.0,33.3,70.5,115,22.9,wheat,High
26.3,74.4,7.2,76.8,127,67.1,onion,Low
25.1,85.9,12.8,80.7,180,29.8,rice,High
29.4,63.5,4.0,20.3,98,56.6,potato,Low
38.9,36.8,0.9,27.1,77,52.4,chili,Medium
21.0,77.8,4.2,20.3,30,60.7,maize,High
39.8,42.8,0.0,51.5,16,81.6,cotton,Medium
33.0,29.2,2.7,40.7,17,90.9,tomato,Medium
23.9,92.3,24.7,92.9,106,30.0,maize,Critical
14.6,60.5,3.6,52.9,141,47.4,maize,Low
36.5,85.4,12.7,83.6,146,34.4,onion,Low
26.9,94.9,20.3,71.3,26,21.8,soybean,High
30.1,97.5,28.4,85.1,173,29.9,maize,Critical
42.0,43.7,0.0,43.6,86,81.2,chili,Low
12.3,39.1,3.5,27.9,31,59.3,chili,Low
12.4,51.3,3.4,52.8,147,66.2,onion,Low
32.4,22.2,2.0,57.3,38,75.4,potato,Low
32.0,74.8,31.3,93.4,34,6.7,tomato,High
25.2,95.8,20.3,67.6,11,5.3,sugarcane,High
25.6,97.5,10.9,71.3,94,52.7,potato,Medium
24.3,86.1,14.0,63.4,76,52.7,rice,Low
29.0,68.9,2.9,43.2,77,68.6,chili,Low
31.4,79.2,24.8,84.3,144,11.9,soybean,Critical
26.3,68.6,5.5,83.4,29,47.0,potato,Medium
26.3,61.8,12.2,94.1,173,60.9,wheat,Low
25.4,93.2,36.0,83.2,95,24.7,maize,High
18.3,41.8,0.0,41.1,166,68.6,chili,Low
29.8,83.1,30.0,83.6,155,9.6,soybean,High
24.5,73.9,2.6,49.5,69,66.5,chili,Medium
28.4,74.7,9.5,74.4,79,75.6,rice,Low
21.8,81.9,23.3,68.9,155,32.3,maize,High
28.9,70.8,8.6,75.1,170,49.4,potato,Low
18.0,64.3,2.8,33.5,148,45.4,wheat,Low
22.5,45.1,2.0,79.9,6,60.3,onion,Low
23.9,59.2,6.2,65.9,105,55.5,tomato,Low
25.1,89.1,25.8,65.2,140,25.0,tomato,Critical
29.5,68.5,7.2,86.7,127,72.7,tomato,Low
24.2,84.9,21.1,79.0,142,10.6,soybean,High
22.6,55.9,2.3,61.4,62,52.6,rice,Low
25.8,80.3,8.2,67.4,78,52.0,potato,Medium
29.7,84.7,25.2,66.2,113,44.7,tomato,Medium
40.2,26.8,2.2,21.8,143,80.9,onion,High
24.8,63.2,3.4,48.9,99,77.6,chili,Low
26.8,92.5,32.8,80.9,33,16.7,sugarcane,Critical
18.9,49.7,6.1,79.8,67,53.9,cotton,Low
15.5,58.5,3.7,58.5,151,40.4,tomato,Low
31.6,92.9,30.9,78.8,99,33.2,soybean,Medium
29.9,26.7,2.8,77.3,55,93.0,tomato,Low
9.4,69.1,2.2,41.6,61,74.4,sugarcane,Low
16.6,66.5,1.0,55.3,159,81.2,tomato,Medium
32.8,39.2,0.5,78.8,77,100.0,rice,Medium
23.0,62.3,7.4,71.7,57,70.2,sugarcane,Low
30.3,68.1,5.6,93.8,127,84.6,soybean,Medium
28.4,93.8,30.5,85.2,161,21.3,wheat,Critical
26.9,60.6,5.0,41.4,12,72.1,rice,Low
29.1,70.8,34.2,67.7,137,17.1,cotton,High
21.7,78.2,39.7,69.2,83,34.0,cotton,High
24.9,80.4,19.2,67.4,32,18.7,chili,Medium
15.6,55.3,0.1,75.8,39,50.1,cotton,Low
26.4,88.1,14.2,61.8,127,41.7,maize,Low
34.0,25.8,0.0,65.4,44,85.6,maize,Low
26.2,51.0,1.4,34.2,163,73.3,soybean,Low
24.6,93.7,14.5,89.7,90,55.7,sugarcane,Medium
25.2,68.0,5.5,77.6,30,60.4,onion,Low
16.6,42.9,2.6,57.2,48,73.3,cotton,Low
30.9,69.4,3.1,31.9,137,62.6,onion,Low
35.6,43.5,2.6,43.3,5,80.2,sugarcane,Low
25.5,90.8,12.5,72.9,29,16.1,sugarcane,High
38.1,38.3,0.0,21.3,15,57.4,sugarcane,High
23.1,67.6,3.3,24.6,168,70.7,rice,Medium
34.3,27.5,0.2,71.4,85,94.4,sugarcane,Low
36.1,45.0,2.0,65.6,130,66.8,potato,Low
25.3,70.0,9.2,78.6,133,57.1,maize,Low
32.7,74.9,35.3,62.5,173,30.3,cotton,Medium
24.9,57.5,8.2,78.2,79,55.3,cotton,Low
14.1,50.6,0.1,21.2,55,51.4,onion,Low
24.4,83.8,18.3,81.9,175,22.4,potato,Medium
37.3,31.9,0.0,76.0,97,72.2,soybean,Low
32.4,89.3,40.2,75.3,50,17.9,cotton,High
21.0,63.7,3.0,67.6,178,49.0,maize,Low
10.5,64.4,0.6,64.3,133,58.8,sugarcane,Low
39.6,43.0,1.0,63.2,45,56.7,soybean,Low
29.7,81.4,11.8,81.3,56,23.6,tomato,Medium
24.3,48.5,3.3,34.1,101,56.8,onion,Low
25.4,65.2,3.5,39.5,166,54.6,tomato,Low
23.2,67.8,6.2,86.3,120,53.0,maize,Medium
28.6,77.4,3.1,32.9,174,59.9,onion,Medium
36.1,27.8,0.4,28.4,135,72.6,maize,Medium
29.4,67.8,6.5,67.8,95,55.4,potato,Low
31.9,23.2,1.5,27.2,94,94.2,maize,Low
23.3,67.6,2.8,20.6,66,56.5,wheat,Low
37.9,40.8,2.2,69.5,135,87.6,sugarcane,Low
32.7,25.8,1.6,70.9,28,95.0,maize,Medium
27.2,78.1,6.0,80.8,90,43.8,maize,Medium
24.0,72.5,2.3,31.7,15,59.3,tomato,Low
14.3,68.8,3.0,61.4,147,79.2,wheat,Low
31.2,76.8,4.2,47.6,134,49.2,onion,Medium
25.1,71.1,9.0,71.4,33,63.6,tomato,Low
20.5,84.5,31.3,65.5,26,15.6,maize,Critical
14.5,47.1,2.4,71.8,118,71.0,cotton,Low
30.8,35.5,0.0,43.0,156,87.7,cotton,Low
29.4,85.9,26.3,81.5,150,22.2,rice,Critical
14.9,76.3,1.1,65.6,57,42.0,maize,Low
28.7,93.8,37.4,75.1,83,23.7,potato,High
18.1,47.9,5.7,73.4,46,51.5,maize,Low
26.0,70.0,8.1,89.0,43,56.8,maize,Medium
29.2,77.0,4.7,75.2,136,59.3,tomato,Low
36.4,28.6,2.0,42.9,156,89.7,rice,Low
25.5,41.9,2.6,51.6,45,40.6,wheat,Low
18.1,53.6,3.6,65.6,42,73.3,sugarcane,Low
31.8,97.0,14.2,89.7,53,15.4,wheat,High
15.7,61.9,5.9,87.6,80,62.0,tomato,Low
21.7,60.4,4.2,36.6,15,47.5,wheat,Low
24.7,57.2,4.9,34.3,30,83.6,onion,Low
32.7,86.7,12.4,86.9,50,31.4,maize,High
27.2,88.6,25.5,69.7,164,29.7,onion,High
12.3,39.7,0.0,43.3,150,78.4,rice,Low
30.5,84.4,15.6,75.2,10,12.4,onion,High
27.1,71.0,7.2,86.8,59,51.4,tomato,Medium
32.2,80.3,17.0,66.0,26,12.1,tomato,Medium
28.3,80.6,22.5,91.6,160,26.7,wheat,Critical
26.3,68.2,8.7,74.9,127,70.4,cotton,Low
20.7,67.9,4.4,76.1,79,50.3,tomato,Low
30.7,91.7,25.5,72.8,88,20.7,wheat,High
30.8,19.3,0.8,30.3,113,73.1,soybean,Low
26.4,86.4,15.8,79.1,45,31.8,soybean,Low
33.9,41.1,0.9,77.3,99,90.1,onion,Low
29.0,88.4,36.1,93.0,138,33.3,chili,High
15.9,43.3,2.9,62.7,106,63.4,soybean,Low
25.8,84.9,30.9,90.0,136,16.6,maize,Critical
35.7,43.0,0.3,65.8,180,97.3,maize,Low
34.9,37.4,0.6,35.5,79,74.7,sugarcane,Low
24.4,67.7,5.2,88.3,68,71.3,rice,Low
14.9,46.6,3.0,46.6,36,68.9,rice,Low
25.4,58.4,3.9,36.1,148,61.4,rice,Low
30.4,87.9,35.1,62.8,29,41.9,rice,Critical
9.6,62.1,2.6,66.5,125,61.0,rice,Low
27.2,74.8,2.1,43.4,101,67.6,rice,Low
9.6,69.0,2.7,74.3,97,56.9,wheat,Low
14.0,68.3,2.9,23.6,122,46.2,soybean,Low
38.8,43.7,2.8,57.7,137,84.9,cotton,Low
16.4,50.8,1.5,67.1,105,71.6,cotton,Low
15.5,47.2,0.0,71.3,169,57.4,sugarcane,Low
31.8,32.2,2.9,20.7,113,78.3,sugarcane,Low
17.0,56.5,4.1,28.7,141,47.2,wheat,Low
29.6,45.5,0.8,47.0,109,75.7,cotton,Low
29.9,77.6,34.9,83.8,180,16.8,onion,Critical
31.8,80.8,35.4,82.1,152,7.9,onion,High
30.1,70.5,6.9,94.1,47,63.4,cotton,Medium
24.0,74.4,6.5,72.6,34,76.4,tomato,Low
25.1,68.9,4.8,20.5,64,78.1,sugarcane,Medium
20.2,94.8,23.3,73.8,155,19.8,onion,Critical
21.9,65.4,3.2,48.3,94,51.7,soybean,Low
27.4,63.4,10.4,94.9,67,80.4,onion,Low
34.9,34.3,0.0,23.4,85,87.2,maize,Medium
26.2,78.6,30.5,81.0,137,11.8,sugarcane,High
21.3,68.7,2.5,43.5,179,63.8,onion,Low
38.4,28.9,1.8,71.7,29,96.1,onion,Medium
22.5,54.3,0.0,70.2,177,57.6,soybean,Low
34.3,30.5,0.2,55.3,47,57.4,chili,Low
13.8,65.5,2.9,49.0,111,82.8,tomato,Low
34.8,26.9,1.0,38.1,132,89.5,rice,Low
35.0,30.8,0.5,36.0,98,53.5,onion,Low
26.0,78.3,32.6,65.8,172,29.0,rice,Critical
23.4,65.2,0.4,74.5,117,65.1,potato,Low
17.8,56.3,0.8,52.5,66,63.9,sugarcane,Low
29.4,74.8,2.7,21.5,51,76.3,cotton,Medium
27.4,62.4,10.0,93.4,22,58.3,sugarcane,Medium
29.2,73.7,9.3,78.3,143,55.8,tomato,Medium
28.9,68.5,8.0,65.9,127,67.4,soybean,Low
26.3,76.2,6.3,67.2,12,64.7,onion,Medium
26.9,72.2,7.3,72.6,146,75.4,wheat,Low
12.4,46.1,3.0,58.6,114,53.9,potato,Low
41.8,26.8,0.2,48.7,86,72.9,chili,Medium
29.8,69.7,8.5,82.8,172,64.0,soybean,Medium
33.9,32.5,0.7,76.2,17,86.2,cotton,Medium
34.8,83.4,37.0,69.0,64,15.0,soybean,High
14.0,39.2,0.0,30.1,94,70.8,sugarcane,Low
22.3,71.1,4.4,65.2,155,66.4,rice,Low
41.7,44.6,2.0,40.4,75,57.0,sugarcane,Low
33.0,44.9,0.9,21.5,27,90.9,maize,Medium
34.6,16.6,1.9,78.2,149,74.3,chili,Low
41.1,30.7,1.9,72.0,92,66.5,potato,Medium
28.8,83.8,36.6,80.2,78,28.9,onion,High
25.7,84.2,12.4,64.5,108,61.7,cotton,Medium
27.4,90.3,34.0,69.2,51,14.8,potato,Critical
30.5,80.2,7.2,86.5,47,60.8,maize,High
27.9,90.9,29.4,82.8,116,29.5,potato,High
39.6,31.6,0.0,21.4,28,100.0,potato,Medium
26.6,64.5,3.7,65.8,124,64.1,onion,Low
29.7,87.2,20.6,83.9,107,25.6,rice,Critical
25.0,93.8,25.7,71.7,172,41.6,chili,Medium
22.4,66.6,0.8,24.4,74,38.3,soybean,Low
24.3,74.9,9.9,74.2,116,76.6,maize,Low
23.3,63.7,1.7,31.4,26,49.1,cotton,Low
30.4,92.2,40.4,85.4,170,20.2,chili,Critical
39.8,37.1,1.2,41.1,143,86.9,soybean,Low
19.4,70.7,1.1,74.7,139,50.9,chili,Low
34.1,38.0,1.9,33.0,119,75.1,cotton,Medium
33.2,39.5,0.4,74.0,134,76.7,rice,Medium
24.4,74.2,4.8,36.0,168,59.2,tomato,Low
21.7,60.2,3.8,47.9,136,61.7,onion,Low
38.1,28.3,1.3,45.5,63,72.7,cotton,Medium
25.7,68.2,6.2,77.9,166,58.7,maize,Low
23.6,83.7,16.6,65.2,114,39.6,maize,Low
25.9,75.5,3.0,42.2,15,80.8,wheat,Medium
12.2,62.7,2.1,77.9,128,62.2,soybean,Low
21.8,57.7,10.5,89.5,60,75.6,tomato,Low
12.6,44.8,4.3,47.5,5,47.5,tomato,Low
20.1,55.0,2.7,58.7,73,56.4,soybean,Low
30.0,91.0,34.7,67.3,147,26.0,chili,Critical
39.5,21.0,0.1,54.8,21,91.2,wheat,Medium
18.9,68.1,9.8,84.3,18,65.5,tomato,Low
25.8,75.8,7.7,63.3,162,70.6,tomato,Low
12.3,44.5,4.2,53.0,79,64.7,rice,Low
31.8,12.8,1.3,63.1,56,100.0,sugarcane,Low
31.3,24.1,0.9,68.6,179,93.9,chili,Low
26.4,85.3,38.6,86.1,40,17.1,wheat,Critical
27.8,73.2,9.9,85.6,155,66.4,wheat,Medium
31.4,77.4,31.3,83.0,110,29.8,rice,Critical
35.2,47.5,1.9,64.1,132,69.2,cotton,Low
25.8,77.3,7.7,85.6,119,62.0,onion,High
19.7,77.9,10.6,64.4,6,65.1,soybean,Low
26.7,89.9,35.3,80.3,153,7.0,chili,High
28.9,77.2,24.0,69.2,162,19.7,tomato,High
35.8,41.9,2.3,66.4,114,86.4,onion,Low
26.1,75.7,10.5,62.5,5,61.8,maize,High
11.2,68.4,3.7,63.6,96,56.4,rice,Low
41.0,44.2,1.1,62.5,96,82.7,onion,Low
22.1,46.2,0.0,42.4,168,54.9,onion,Low
28.4,52.3,1.2,65.3,82,64.2,soybean,Low
15.4,43.5,1.4,75.8,131,80.7,onion,Low
9.6,52.1,2.3,35.9,85,43.8,chili,Low
23.0,76.2,7.1,76.1,81,68.0,chili,Medium
22.1,56.8,2.7,68.0,77,72.6,maize,Low
30.8,70.4,3.5,76.6,67,64.0,onion,Medium
39.3,47.6,2.6,22.2,141,63.0,wheat,Low
38.2,38.1,3.7,57.9,174,64.5,chili,Medium
27.2,80.7,22.4,69.3,90,29.0,wheat,High
18.2,48.3,3.1,40.9,7,69.3,potato,Low
24.7,77.3,1.0,34.1,30,47.4,onion,Medium
18.0,44.7,3.1,26.8,149,78.6,rice,Low
33.7,40.0,1.1,79.8,102,94.9,soybean,Low
17.5,54.2,4.9,23.5,17,49.0,potato,Medium
29.0,68.9,4.9,76.4,121,72.9,wheat,Low
30.6,85.4,12.8,94.0,131,47.5,maize,High
33.4,100.0,13.5,78.0,130,38.2,tomato,Low
23.4,81.1,9.5,80.9,101,68.9,potato,Medium
